gvkey,fyear,tic,current_ratio,debt_to_equity,debt_ratio,interest_coverage,roa,roe,asset_turnover,market_to_book,cash_flow_to_liabilities,label
8304,2000,PLL.1,1.72084,0.97982,0.4949,9.64768,0.09729,0.19261,0.81214,3.35568,0.2908,0
9555,2000,SEE,1.30021,2.52626,0.47,6.88977,0.05566,0.29918,0.75782,3.38747,0.17314,0
5824,2000,PAS,0.53777,1.29852,0.56428,2.85198,0.0241,0.05547,0.75776,1.75781,0.16119,0
9258,2000,RDC,4.6319,0.59431,0.37277,4.34937,0.04183,0.06669,0.38486,2.41684,0.16627,0
7146,2000,MKC,0.60358,3.61982,0.78354,5.69521,0.08284,0.38269,1.27929,7.07803,0.15531,0
10565,2000,TDW,3.45253,0.27764,0.21731,68.92636,0.05722,0.07311,0.40962,2.14949,0.4613,0
15133,2000,AOT,2.11718,1.39136,0.58183,4.06622,0.07159,0.17121,0.48181,3.36832,0.11176,0
11554,2000,LNT,0.61592,2.24911,0.68053,2.19485,0.0602,0.19896,0.35715,1.23561,0.09424,1
15106,2000,BEC,1.85153,4.86857,0.8296,2.97079,0.06218,0.36493,0.92672,7.28022,0.12489,0
7672,2000,NWA,0.57248,45.08225,0.95743,1.84085,0.02354,1.10823,1.04946,10.83639,0.08575,0
12215,2000,CY,4.28414,0.77887,0.43785,16.2725,0.11742,0.20887,0.54527,1.86335,0.51225,0
62266,2000,CSGS,1.75547,0.73715,0.42434,25.01412,0.27242,0.47324,1.20117,12.89763,0.47377,0
7139,2000,MYG.1,1.10793,96.05947,0.78016,7.22687,0.0753,9.27141,1.59147,113.65127,0.18068,0
31607,2000,NATI,4.42198,0.21284,0.17549,148.05816,0.14166,0.17182,1.05342,7.65977,0.80489,0
112179,2000,3ALGXQ,5.53877,0.74112,0.42566,-3.17297,-0.16632,-0.28959,0.17091,2.55681,-0.14437,0
31673,2000,COR,1.32496,7.70924,0.88518,4.80211,0.04027,0.35075,4.73651,8.67579,0.09952,0
6097,2000,IGT.1,3.14381,15.81126,0.94052,1.58112,0.09656,1.62336,0.5533,25.26409,0.08437,0
9340,2000,VRX.1,3.56107,0.93839,0.48105,3.04783,0.06105,0.1191,0.54182,3.21723,0.2557,0
28320,2000,CDW,6.00684,0.17632,0.14989,1000.0,0.21681,0.25504,5.13397,3.8232,1.26418,0
8873,2000,STR.3,0.79882,1.57582,0.60727,3.43397,0.06047,0.15691,0.51219,2.5504,0.16791,0
30095,2000,0573B,1.58464,0.39643,0.28389,1.59996,0.21356,0.29823,0.84621,1.72801,0.01888,0
13599,2000,CELG,9.82808,0.17322,0.14765,-13.28256,-0.04697,-0.0551,0.24299,8.13784,-0.02803,0
30137,2000,NKTR,16.32431,1.26549,0.55859,-5.26009,-0.15472,-0.35052,0.08201,8.60933,-0.10164,0
63914,2000,CNH.2,0.82248,5.96221,0.85276,0.76419,-0.02168,-0.15155,0.56972,0.95093,0.05391,1
8818,2000,5495B,0.79792,2.81211,0.72199,2.67272,0.03488,0.13587,0.61938,1.67471,0.07983,0
3946,2000,DBD,1.41915,0.68809,0.40626,12.94921,0.08636,0.14627,1.09977,2.55098,0.22698,0
4340,2000,ELX,7.74715,0.11946,0.10672,1084.34375,0.14267,0.15972,0.60772,11.58454,1.83108,0
133170,2000,GRP.,2.11122,1.06596,0.51533,0.05281,-0.01847,-0.0382,0.55848,5.51571,-0.07091,0
2044,2000,BCR,2.34566,0.77423,0.43638,10.06736,0.09815,0.17413,1.00881,3.8613,0.43488,0
125358,2000,NAVI.1,1.90868,0.80008,0.44447,-58.94605,-0.33039,-0.59472,0.28361,24.2874,-0.3875,0
137436,2000,3STOR,5.86963,0.37229,0.27129,-17.63237,-0.20721,-0.28435,0.08001,5.38839,-0.55272,0
110039,2000,AMKR,1.22979,1.58077,0.61252,2.6984,0.04543,0.11724,0.70353,1.79506,0.17986,0
1794,2000,ASH,1.25427,2.4458,0.70979,1.45026,0.01034,0.03562,1.18771,1.20006,0.09238,0
62336,2000,CYTC,5.91816,0.16213,0.13951,1000.0,0.22332,0.25953,0.83134,16.03141,1.08712,0
133367,2000,EPC,1.75993,1.42956,0.5884,11.79273,0.10114,0.24573,1.06735,3.17129,0.32626,0
13397,2000,FHCC,1.54906,1.70982,0.63097,10.26991,0.16806,0.45542,1.03963,12.87974,0.55197,0
5709,2000,HRL,2.07547,0.87891,0.46778,17.61754,0.10367,0.19478,2.23829,2.66593,0.20163,0
7862,2000,EAS,0.82583,3.05489,0.74872,3.36991,0.0337,0.13749,0.42257,1.34945,0.04346,1
141138,2000,RRI1,3.51366,2.08435,0.67578,1.19861,0.00737,0.02274,0.24742,1.827,-0.00105,1
119273,2000,3CPTH,3.35919,5.78542,0.8514,-30.97379,-4.10878,-27.92001,0.30088,34.35849,-0.2097,1
125595,2000,AKAM,4.18308,0.1607,0.13845,-100.60596,-0.3174,-0.3684,0.03217,0.94786,-0.31802,0
2328,2000,NST,0.88365,3.11743,0.75128,2.44558,0.03249,0.13482,0.48469,1.69405,0.04086,1
3734,2000,DAN,0.99815,3.22945,0.75534,2.3096,0.02973,0.12709,1.10894,0.86163,0.11594,0
15247,2000,VLO,1.23684,1.82092,0.64551,6.75309,0.07872,0.22207,3.40578,1.48155,0.21625,0
5492,2000,LHX,2.93038,0.69315,0.40939,2.71032,0.00774,0.0131,0.77674,1.64329,0.06907,0
10391,2000,TEK.1,2.95505,0.50205,0.33424,13.46538,0.09205,0.13826,0.81156,2.22709,0.27124,0
10793,2000,TSN,1.77878,1.23172,0.55192,3.25641,0.03111,0.06943,1.47466,1.03239,0.21911,0
63657,2000,CXR,2.62865,1.24213,0.554,2.47139,0.13199,0.29595,0.15938,2.16745,0.0527,0
6765,2000,LIT.1,1.32656,2.23593,0.69068,4.21533,0.04516,0.1462,1.15558,1.49888,0.0749,0
122436,2000,NTIQ,9.64921,0.02138,0.02093,-1488.55,-0.03794,-0.03875,0.02783,1.32756,0.11199,0
135708,2000,NUFO,16.42901,0.05966,0.0563,-258.12953,-0.05986,-0.06343,0.13372,3.94431,-0.68747,0
3015,2000,CCN.2,6.67673,0.24817,0.1554,1000.0,0.06191,0.09887,0.20721,1.38042,0.31458,0
7733,2000,NFG,0.39823,2.25475,0.68783,2.95085,0.0393,0.12883,0.44032,2.23299,0.10701,0
29322,2000,ATYT,2.20965,0.32634,0.24604,-655.47115,-0.06831,-0.0906,1.35175,2.87629,-0.07148,0
4510,2000,FMC,0.94992,3.62131,0.77378,3.42896,0.02953,0.13818,1.04795,2.74471,0.08525,0
61410,2000,ELNT,8.0804,0.14092,0.12352,105.39583,0.08727,0.09957,0.4422,10.88849,0.71722,0
4430,2000,EQT,0.70127,2.54024,0.71753,2.8315,0.04323,0.15305,0.67277,3.13103,0.20495,0
2085,2000,6583B,2.03499,1.76015,0.59286,3.25255,0.02703,0.08024,0.57435,2.08424,0.18311,0
28256,2000,XTO,0.88428,2.32806,0.68756,3.19929,0.07349,0.24884,0.37762,4.57764,0.34482,0
2593,2000,CBT,2.40891,1.02724,0.49485,5.87879,0.21228,0.44066,0.71087,2.08681,0.25,0
65772,2000,MTD,1.21247,3.96299,0.79851,6.55271,0.079,0.39208,1.23431,11.97107,0.11953,0
141459,2000,GRMN,9.22959,0.26861,0.21174,56.53389,0.22804,0.2893,0.74618,5.8531,0.90027,0
6768,2000,KATE,2.54419,0.80685,0.44515,14.81635,0.12207,0.22126,2.05279,2.55502,0.39808,0
4834,2000,TNO.1,0.8635,4.09476,0.80372,11.23078,0.02986,0.15211,0.75454,5.25962,0.18795,0
1651,2000,ANDW,3.01501,0.48808,0.32428,14.4561,0.09741,0.14661,1.24716,3.91849,0.18858,0
137373,2000,CGEH,14.01602,0.08102,0.07495,-43.75738,-0.10405,-0.11248,0.07669,7.59386,-1.05054,0
137943,2000,EVC,3.70678,0.40224,0.27204,-0.45125,-0.05911,-0.0874,0.0987,2.00726,0.02499,0
24607,2000,HCR.1,1.06843,1.32882,0.5706,2.13213,0.01656,0.03856,1.00937,2.08953,0.15616,0
125583,2000,TPC.2,0.59853,16.3513,0.85036,-1.9096,-0.16597,-3.19141,0.3352,38.14663,-0.06757,1
6867,2000,MDU,1.68834,1.60659,0.61199,4.07617,0.048,0.12602,0.81008,2.39871,0.14621,0
14624,2000,ODP,1.41437,1.62066,0.61842,10.29268,0.01176,0.03081,2.7571,1.31931,0.12195,0
66290,2000,SCS,1.36099,0.92912,0.48163,18.35,0.06136,0.11836,1.23085,1.28512,0.13798,0
112876,2000,EPD,0.9915,1.07482,0.51549,6.58931,0.11299,0.23559,1.56238,2.24022,0.35854,0
11450,2000,WWON,1.11345,0.35337,0.2611,9.59611,0.03289,0.04451,0.4307,2.20375,0.46592,0
9063,2000,AN,1.32945,1.29798,0.56484,2.91313,0.03736,0.08586,2.33404,0.54353,0.01093,0
11191,2000,VSH,3.53116,0.48331,0.3184,27.66406,0.18604,0.28239,0.88555,1.13757,0.61188,0
14225,2000,FAST,8.02165,0.12026,0.10735,1000.0,0.20059,0.22471,1.85294,5.79501,0.88536,0
29791,2000,QLGC,10.26252,0.09126,0.08363,1000.0,0.12033,0.13131,0.62562,3.96655,2.05335,0
122159,2000,ARTG,2.86784,0.35183,0.26026,1000.0,0.05582,0.07546,0.62941,10.80887,0.2713,0
4094,2000,DNB,0.7248,-23.0,0.82397,28.34884,0.14513,-4.05098,0.99579,-40.66687,0.02029,0
11811,2000,JKHY,0.6881,1.0776,0.51867,26.70681,0.10595,0.22012,0.70169,13.41402,0.29918,0
28744,2000,MANU.1,3.84826,0.80145,0.44489,-4.19493,-0.03314,-0.0597,0.31627,4.40064,0.04116,0
25880,2000,PDCO,3.33618,0.34433,0.25614,935.89431,0.13925,0.1872,2.10578,5.04869,0.56915,0
20993,2000,VRC,2.36942,0.47132,0.32034,5.72445,0.01955,0.02876,0.80467,2.81749,0.23706,0
9815,2000,SON,1.59191,1.76069,0.63777,5.56922,0.07516,0.20749,1.22547,2.56342,0.25685,0
62374,2000,IRM,0.75359,1.82984,0.63616,1.10389,-0.01046,-0.0301,0.37094,2.21997,0.09317,0
5589,2000,HPC,1.10846,5.50613,0.8463,1.45255,0.01846,0.1201,0.59371,2.51228,0.01558,0
7401,2000,MLKN,1.53359,1.83499,0.64727,14.04762,0.14109,0.4,2.24405,5.83072,0.32837,0
5342,2000,MGI,0.31403,7.24119,0.87714,7.31028,0.02293,0.18933,0.27409,2.68418,0.09299,1
10795,2000,UAL,0.70476,3.58266,0.76346,1.94363,0.00205,0.00963,0.79458,0.39417,0.13295,1
13700,2000,XRAY,1.93564,0.65662,0.39427,16.13907,0.11656,0.19412,1.02675,3.88716,0.42619,0
29173,2000,NFX,1.27002,0.96985,0.49235,9.21135,0.12934,0.25478,0.51468,3.89094,0.62812,0
118081,2000,AMRI,17.41752,0.0439,0.04206,1157.92857,0.0989,0.10324,0.27918,8.8409,2.64577,0
11535,2000,WINN.1,1.03543,2.16546,0.68409,1.4444,-0.08332,-0.26375,4.9862,2.3226,0.39552,0
29169,2000,LD.1,0.65808,1.8189,0.64525,5.14658,0.06542,0.18442,0.32604,3.75644,0.2868,0
8133,2000,OCR,3.18175,1.06867,0.5166,2.8668,0.02209,0.04569,0.89192,1.86527,0.11622,0
121613,2000,GSPN.,3.18345,0.12641,0.11222,-2.28902,-0.16915,-0.19053,0.38458,2.47252,0.07147,0
6116,2000,ISCA,0.61551,0.74817,0.42716,3.16215,0.03028,0.05303,0.26445,2.08816,0.19686,0
63728,2000,ADVP.,0.802,6.40386,0.86494,2.24579,0.00755,0.05587,2.3385,4.88081,0.03552,0
31168,2000,RSAS,3.81695,0.22559,0.18407,1000.0,0.34904,0.42778,0.47529,4.11608,0.031,0
6078,2000,IFF,0.86423,2.94297,0.74638,10.0824,0.04942,0.19486,0.5877,3.13495,0.14486,0
29733,2000,MLM,2.24734,1.13306,0.53119,4.83296,0.06084,0.12977,0.82409,2.29231,0.21763,0
16597,2000,LSCC,4.35285,0.51449,0.33971,7.83108,0.12955,0.19621,0.43812,2.30925,0.2142,0
9599,2000,SMTC,16.3012,1.79459,0.64217,4.09734,0.08891,0.24848,0.37899,8.11551,0.19774,0
7904,2000,GAS.2,0.69737,3.06767,0.75251,1.89336,0.01618,0.06598,0.79646,2.7757,0.10602,0
6081,2000,NAV,1.02408,4.29847,0.8108,4.03933,0.02289,0.12137,1.21051,1.49917,0.12183,0
125533,2000,PTV,1.75781,1.80637,0.64041,2.87313,0.0569,0.16049,0.72195,1.27189,0.10432,0
24757,2000,PTEL.,1.73052,-5.6232,1.08006,-0.69406,-0.15616,0.81302,0.34156,-7.46703,-0.03696,1
12171,2000,TECD,1.31213,2.86097,0.74092,3.93082,0.03856,0.1489,4.42584,1.62303,-0.02906,0
14359,2000,PXD,0.88397,2.26491,0.69371,2.02358,0.05151,0.16817,0.28863,2.14118,0.20985,1
14163,2000,MNIQQ,1.03608,1.2586,0.55725,3.61535,0.04106,0.09275,0.52738,2.01133,0.15115,0
2290,2000,OMX,1.55494,2.11647,0.66462,2.34851,0.0339,0.10797,1.4822,1.16569,0.1567,0
24220,2000,CORR.1,5.46539,7.8331,0.88679,-1.49048,-0.03917,-0.34595,0.24636,40.04113,-0.05325,0
3007,2000,EAT,0.44858,0.52495,0.34424,14.03047,0.10138,0.1546,1.8582,2.52767,0.67228,0
123500,2000,SSI.2,6.22424,1.49355,0.59897,-0.29052,-0.05161,-0.12869,0.11359,1.56769,0.00621,1
10553,2000,COMS.,2.49222,0.37813,0.27438,-901.08859,-0.27959,-0.38531,0.81698,0.76406,-1.01628,0
64853,2000,QRVO,16.97693,0.91483,0.47776,4.99369,0.04851,0.09289,0.46518,5.08199,0.16363,0
13380,2000,SKS,2.30794,1.20183,0.54583,2.36887,0.01489,0.03279,1.30306,0.83202,0.17609,0
121382,2000,SBAC,0.74957,0.76308,0.43281,-0.09068,-0.03047,-0.05373,0.17696,3.54383,0.11571,0
8113,2000,OGE,1.06712,3.05863,0.75361,2.59332,0.03404,0.13815,0.76366,1.78916,0.06493,0
2054,2000,BRR.2,1.05087,2.01538,0.66837,4.96284,0.02207,0.06655,1.37062,4.56262,0.21301,0
2536,2000,RAMP,1.64449,0.99972,0.49993,5.16558,0.00517,0.01035,0.81923,3.06047,0.07805,0
61441,2000,HTV,1.87708,1.64335,0.62169,1.86703,0.01177,0.0311,0.19573,1.30073,0.07976,1
120839,2000,INET.1,5.14812,0.21997,0.18031,1000.0,0.17471,0.21314,0.70293,10.11736,0.34013,0
61513,2000,SNDK.1,4.06932,0.2837,0.221,1000.0,0.26958,0.34606,0.5432,2.16918,0.34655,0
5306,2000,GLK.1,2.61902,1.21101,0.53884,3.78439,0.0595,0.13373,0.78266,1.9696,0.17894,0
10190,2000,SVU,0.8887,2.58374,0.72096,2.58172,0.0114,0.04087,3.62958,1.04153,0.14135,0
7437,2000,ALE,1.03395,2.2349,0.69087,2.43218,0.051,0.16496,0.43051,2.05761,0.13685,0
14459,2000,COGN,2.02352,0.70583,0.41377,105.23919,0.12966,0.22118,1.00012,6.3714,0.48265,0
12544,2000,JOE,1.23158,0.95429,0.48705,13.33083,0.08997,0.17629,0.78997,3.24446,-0.00793,0
5870,2000,IDA,0.97972,4.52404,0.80043,3.90559,0.03143,0.17764,0.21664,2.24556,0.03599,1
3157,2000,COHR.1,4.11964,0.50575,0.31385,8.93058,0.0939,0.15131,0.76295,3.98718,-0.18842,0
9248,2000,ROST,1.45386,1.08545,0.52049,72.8944,0.15564,0.32457,2.77837,3.93983,0.28246,0
3905,2000,ATGE,0.91903,0.45279,0.31167,55.35202,0.14608,0.21223,1.54498,8.17788,0.69976,0
3863,2000,DLX,0.6841,1.47127,0.59535,26.26917,0.24934,0.61618,1.94422,6.97644,0.57211,0
5518,2000,HAS,1.27456,1.88417,0.65328,0.75012,-0.03778,-0.10896,0.98923,1.38028,0.065,0
4103,2000,DQE,1.10911,3.81605,0.77363,0.84369,0.03972,0.19592,0.34341,2.33528,0.11072,1
9155,2000,RADCQ,2.17756,-11.98254,1.04233,-0.32507,-0.20081,2.30855,1.83435,-2.6392,-0.08496,1
64055,2000,WSTC,2.1383,0.42573,0.29063,35.20534,0.12684,0.18581,1.30799,4.79343,0.68983,0
25099,2000,POS,0.91905,0.83251,0.45395,42.89188,0.14981,0.27474,1.07688,8.55036,0.5331,0
5581,2000,HP,3.36076,0.31787,0.2412,31.03165,0.06534,0.08611,0.47569,1.88921,0.6644,0
15110,2000,LYO,1.83243,4.99651,0.81183,0.65953,0.06201,0.38166,0.57273,1.57217,0.01066,1
15709,2000,PCL.2,1.08308,1.46723,0.59469,2.7189,0.10552,0.26033,0.16723,3.5514,0.20079,0
9774,2000,0173A,2.01135,2.04092,0.66116,4.0104,0.06875,0.21224,1.81487,1.7075,0.10156,0
11584,2000,FL,1.58983,1.20336,0.54615,4.46341,-0.10753,-0.23692,1.95161,1.77044,0.14848,0
4115,2000,DY,2.82705,0.35987,0.26463,104.6702,0.12652,0.17205,1.56862,4.73908,0.55876,0
14363,2000,IGL,0.94036,5.30974,0.84151,2.0373,-0.08096,-0.51081,0.49181,2.64457,0.10133,1
4844,2000,FST.1,0.99538,1.0401,0.50983,3.88035,0.07453,0.15205,0.52104,2.07045,0.3431,0
7251,2000,MENT,1.64904,0.66878,0.39874,45.42893,0.10357,0.17371,1.11098,5.60162,0.41964,0
124319,2000,FDRY,7.36389,0.15492,0.13414,1000.0,0.22115,0.25541,0.94652,5.1335,1.60857,0
12212,2000,TKLC,3.57944,0.92984,0.48182,3.52088,0.02813,0.05428,0.68553,7.43658,0.22464,0
65163,2000,GLC.3,0.56007,2.17959,0.68549,7.17377,0.10065,0.32003,1.11089,3.79644,0.36,0
2154,2000,BMS,1.29259,1.36251,0.57624,7.74998,0.06915,0.16351,1.1461,2.21029,0.19313,0
1034,2000,ALO.2,2.90847,0.89935,0.4735,2.59073,0.03447,0.06547,0.55935,2.08093,0.04344,0
8867,2000,QMCO,4.8581,0.46544,0.31761,14.79477,0.08458,0.12395,0.74002,1.36069,0.29412,0
120297,2000,LPNT,2.25528,2.7648,0.72746,2.10423,0.03668,0.13941,1.1416,13.55015,0.23493,0
6338,2000,EVRG,0.63137,2.96408,0.72757,0.7792,0.01757,0.07158,0.30493,0.91207,0.05063,1
23877,2000,CVH,0.80122,1.06358,0.51541,1000.0,0.04951,0.10216,2.10237,2.89361,0.16511,0
4409,2000,ENZN,7.04613,0.0768,0.07132,-1657.5,-0.04841,-0.05213,0.13065,14.34843,-0.74446,0
137960,2000,3APWLQ,1.01836,0.93824,0.48407,1.85576,-0.01863,-0.03612,1.02098,2.75389,0.06044,0
3580,2000,CR,2.15604,0.88347,0.46864,8.53395,0.10817,0.20392,1.30366,2.83202,0.28201,0
128978,2000,PKG,1.84723,1.8252,0.64604,2.91536,0.08336,0.23552,0.98958,2.49164,0.27022,0
133731,2000,TNOX,22.36872,0.06674,0.06256,-15.67376,-0.0036,-0.00384,0.04381,6.26428,0.06169,0
132405,2000,MONE.1,5.44833,0.21653,0.17799,-206.3913,-0.03499,-0.04257,0.40512,11.24957,0.1955,0
6552,2000,LAF,1.4539,1.00065,0.48517,6.44602,0.06595,0.13602,0.7143,0.89916,0.25752,0
6334,2000,GXP,0.66205,2.53267,0.70843,3.32624,0.04818,0.17225,0.33877,1.84363,0.08308,0
8717,2000,PCP,1.3143,1.85307,0.6495,3.69136,0.04854,0.1385,0.90415,1.88159,0.10616,0
10407,2000,TFX,1.72463,1.02961,0.50729,8.6112,0.07795,0.1582,1.25919,2.45404,0.26646,0
25021,2000,VCI,0.98018,-2.88817,1.52961,9.73656,0.38591,-0.72867,2.56463,-9.80025,0.22919,0
133769,2000,ULCM,8.91897,0.12141,0.10827,73.29825,0.03909,0.04384,0.20432,8.14431,0.83606,0
63934,2000,AVIR.1,6.16653,1.06275,0.51521,-5.63775,-0.36287,-0.74852,0.12962,13.95191,-0.57161,0
28169,2000,AGU,1.01325,2.32303,0.63391,3.2807,0.03458,0.12674,0.78996,2.5995,0.17033,0
21186,2000,MRX.3,9.01041,0.13236,0.11689,24.71371,0.0868,0.09829,0.28082,3.84292,0.71222,0
28924,2000,BKS,1.5563,2.28861,0.69592,4.41738,-0.02032,-0.06682,1.71099,2.14952,0.04525,0
133944,2000,OCLR,11.21567,0.0903,0.08282,-67.44755,-0.08767,-0.09559,0.07933,3.67483,-1.03424,0
14908,2000,PDE,1.23356,1.74522,0.62463,1.03208,0.00027,0.00077,0.33957,1.73974,0.05232,0
3063,2000,MBG.2,0.96614,2.99175,0.75278,1.41411,0.02818,0.11198,0.56719,1.54915,0.1362,0
127282,2000,GKNT,5.34012,0.0758,0.07046,-608.35915,-0.15341,-0.16503,0.2056,3.03002,-0.59698,0
3416,2000,CNW,1.29349,2.05574,0.67275,7.09692,0.04162,0.12719,1.71725,1.54926,0.07327,0
63919,2000,IM,1.4012,2.52593,0.71639,3.98347,0.03422,0.12066,4.64749,0.87753,0.17666,0
29127,2000,INCY,8.49008,0.42417,0.29783,-5.94453,-0.03353,-0.04775,0.21895,2.62422,-0.0278,0
14282,2000,APH,1.70146,33.35459,0.97089,3.96083,0.10744,3.69104,1.35385,55.88046,0.15809,0
122137,2000,ENGA.,2.19389,0.10385,0.09335,-118.43399,-0.33354,-0.37107,0.15605,1.60272,-1.23776,0
63196,2000,GYI,1.43013,0.61019,0.37895,-6.32002,-0.15385,-0.24773,0.44051,2.37848,0.09035,0
61399,2000,MYGN,2.99749,0.36892,0.2695,1000.0,-0.08199,-0.11224,0.31975,20.83388,0.59872,0
9778,2000,SNA,2.2052,1.42938,0.58837,6.59951,0.07242,0.17595,1.07969,1.90973,0.15766,0
122317,2000,CREO.,1.83199,0.38827,0.27968,138.17266,-0.0015,-0.00208,0.47554,2.34416,0.00805,0
12850,2000,CERN,2.81968,0.79337,0.44239,5.08324,0.17077,0.30625,0.65622,4.67806,0.1955,0
29511,2000,CYT.1,1.58206,1.79062,0.64162,6.57692,0.10329,0.28826,0.86804,2.60368,0.09753,0
23978,2000,X,1.95327,3.50861,0.77213,0.54867,-0.00241,-0.01095,0.69912,0.83349,-0.09322,0
11343,2000,WMK,5.131,0.14561,0.1271,1000.0,0.06798,0.07788,1.89794,1.68498,0.90977,0
8009,2000,NCX,1.58557,2.05353,0.58916,4.83636,0.06442,0.22454,0.83532,1.18727,0.12708,0
23988,2000,3274B,1.70778,3.21632,0.76283,3.45009,0.09245,0.38981,1.64482,10.79562,0.40871,0
16477,2000,LEA,0.83877,4.23207,0.80887,2.642,0.0328,0.1716,1.68023,0.98511,0.11116,0
62667,2000,PSS,1.90074,1.44006,0.58935,8.05461,0.12026,0.29386,2.94017,3.84147,0.35736,0
2169,2000,BBC.1,1.43455,5.32068,0.84179,2.24669,-0.16468,-1.04091,5.01876,2.17815,0.0329,0
5918,2000,VVC,0.57352,2.95089,0.74217,2.29151,0.02511,0.09985,0.56672,2.15101,0.01885,1
9004,2000,RBK,2.50995,1.40687,0.58452,4.30642,0.05528,0.13305,1.95841,2.58583,0.21413,0
30152,2000,SUTMQ,0.65381,2.08993,0.65121,1.46974,0.04256,0.13658,0.76191,1.83359,0.03336,0
126056,2000,KTOS,2.26928,0.49547,0.3312,26.0,0.10703,0.16012,0.86133,7.90345,-0.00305,0
131425,2000,ROOM.,2.37082,0.16137,0.13895,269.58824,0.01926,0.02237,0.58325,3.23685,1.05055,0
16932,2000,MRL.2,2.17635,0.35854,0.26391,7.58227,0.07305,0.09924,0.39962,3.22109,0.68357,0
4809,2000,FLO,1.46573,2.10999,0.67846,0.14624,0.00323,0.01004,1.03669,3.11358,0.06606,0
13365,2000,BRL,2.80323,0.50213,0.33428,33.15073,0.0999,0.15006,1.13784,5.53121,0.42719,0
13941,2000,DS.3,3.97105,0.18322,0.15485,1000.0,0.131,0.155,0.71291,2.53308,1.62118,0
64690,2000,ALV,1.07413,1.11811,0.52503,5.31369,0.04147,0.08832,1.01187,0.81602,0.12446,0
117902,2000,AUDAQ,3.27339,1.00343,0.50086,1.94403,0.03206,0.06423,0.23883,2.11764,0.09411,0
5764,2000,HUBB,1.26686,0.89019,0.47095,8.73096,0.09502,0.1796,0.98151,2.01724,0.18073,0
27786,2000,EXE,1.02597,3.99672,0.78254,3.14439,0.31627,1.61532,0.43595,5.49384,0.27914,0
64096,2000,NNS,1.27231,4.72093,0.8252,3.81132,0.06098,0.34884,1.40379,5.98544,0.16585,0
7260,2000,MDP,0.80512,2.67811,0.70654,5.27766,0.04933,0.187,0.76204,4.06433,0.1455,0
14007,2000,1641B,2.1721,1.12315,0.52634,9.78735,0.07605,0.16229,1.64951,1.8625,0.27502,0
112095,2000,MIPS,5.95589,0.18489,0.15604,1000.0,0.24817,0.29405,0.82231,16.63396,1.41195,0
12545,2000,HHS,1.57286,0.46479,0.31731,82.37247,0.10146,0.14861,1.19039,2.78084,0.43313,0
1239,2000,ACV.1,2.17301,1.1836,0.54204,6.91595,0.07424,0.16212,1.61687,2.39687,0.16814,0
5690,2000,HNI,1.24644,0.78335,0.43926,12.7031,0.10388,0.18526,2.00132,2.65954,0.45626,0
31203,2000,SWC,1.25272,0.69496,0.41002,5.99617,0.09052,0.15342,0.3317,3.79597,0.42266,0
31223,2000,OCAI,2.7845,0.28117,0.21946,17.50208,-0.00776,-0.00994,0.73064,5.2882,0.49094,0
10609,2000,TR,3.53743,0.22618,0.18446,127.86259,0.13466,0.16511,0.75929,3.30725,0.81816,0
64515,2000,CTIC,14.17706,0.06897,0.064,-102.76103,-0.27315,-0.29433,0.00264,8.57228,-2.95874,0
136648,2000,VC,1.31572,2.20456,0.6823,3.95808,0.02384,0.07703,1.71894,0.42981,-0.06807,0
138345,2000,SPWX,10.16871,0.09841,0.08959,-248.32824,-0.205,-0.22517,0.20796,11.41578,-1.82304,0
11511,2000,WSM,1.26221,1.08659,0.52075,9.39805,0.06366,0.13284,2.05116,3.49864,0.3904,0
121755,2000,ISLD.,6.65208,0.25811,0.20516,-25.23278,-0.15589,-0.19612,0.02791,0.88828,-0.37176,0
122358,2000,NTOP,3.14239,0.17824,0.14367,-284.5,-0.28741,-0.35655,0.17585,4.49597,-1.00086,0
61034,2000,TK,2.13608,0.79291,0.44122,4.39596,0.13678,0.24581,0.45247,1.35411,0.3826,0
13204,2000,FSH.2,1.28121,-5.44562,1.22494,1.66196,0.01638,-0.07283,1.8924,-4.74584,0.06316,0
132525,2000,UTSI,3.28996,0.42094,0.29326,10.20236,0.04564,0.06551,0.62288,3.5725,-0.26599,0
122514,2000,BLIAQ,0.71181,0.42282,0.29717,0.92103,-0.00888,-0.01263,0.5802,0.24393,0.5199,1
13328,2000,CHHP.1,1.68775,1.05694,0.50595,13.70499,0.12271,0.25634,1.3516,6.69169,0.34339,0
25848,2000,KEM.2,2.61381,0.54205,0.35151,75.52764,0.25784,0.3976,1.02899,1.64433,0.80258,0
12123,2000,BIGGQ,3.38642,0.70875,0.41478,8.08236,-0.2401,-0.41027,2.06705,1.57039,-0.46828,0
2150,2000,BLC,1.39098,1.88516,0.6534,2.23946,0.03874,0.11177,0.40809,1.07891,0.09962,1
3650,2000,CMI,1.49632,2.31437,0.68711,2.62791,0.00178,0.00599,1.466,1.08758,0.05466,0
61494,2000,HSIC,2.16086,1.11217,0.52313,6.22412,0.0461,0.098,1.93468,2.50446,0.23756,0
62602,2000,SAPE,5.39477,0.14817,0.12885,1000.0,0.07773,0.08938,0.83313,2.75771,1.30598,0
22250,2000,SCRI.,1.72996,0.5564,0.35748,12.7196,0.08367,0.13022,0.69027,5.26893,0.2632,0
139985,2000,COSN,8.66035,0.16132,0.13891,-86.85155,-0.44112,-0.51229,0.08789,4.72108,-1.10709,0
